id,name,votes,elected,age,party,marital status,number of kids,postal number,occupation,a5,c5,a6,c6,a7,c7,a8,c8,a9,c9,a10,c10,a11,c11,a12,c12,a13,c13,a14,c14,a15,c15,a16,c16,a17,c17,a18,c18,a19,c19,a20,c20,a21,c21,a22,c22,a23,c23,a24,c24,a25,c25,a26,c26,a27,c27,a28,c28,a29,c29,a30,c30,a31,c31,themes,short,long
121219343,René Løfqvist,53,False,64,A,I parforhold men ikke samboende,1,2620 Albertslund,Skadesbehandler i et forsikringsselskab,2,,2,,3,,3,,3,,4,,1,Byggerierne skal følges ad mellem privat og alment,1,,3,,3,,1,,2,,1,,2,,1,,2,,1,,4,,2,,2,,2,,1,,2,,1,,3,,3,,2,,"Trafik, Miljø og klima, Kultur,  idræt og fritid, Social- og integrationsområdet, Sundhed",Bedre boliger som det er muligt at betale.Bedre hjælp til pårørende til misbrugerBedre tryghed i kommunen Kultur og idræt også til dem som ikke har økonomi til at melde sig ind i klubber,"De boliger som skal bygges skal være i en blandet boligere både privat-, ejer. Og alment i samme bydel At den pårørende får bedre hjælp til at håndtere det familiemedlem som er misbruger. Det gælder hjælp til forældre, søskende og bedsteforældre så de kan få nogle redskaber til at hjælpe misbrugeren.Bedre mulighed for at dyrke idræt uden nødvendigvis at skulle melde sig ind i en klub som man måske ikke har råd til.Bedre tryghed i kommunen så men kan være tryg ved at færdes på kommunens område især om aftenen"
52731,Lars A. Clark,22,False,68,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121219339,Adnan Ali Amin,54,False,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649058,Akhlaq Ahmad,344,True,54,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649064,Rukhsana Ali,55,False,57,A,,4,2620 Albertslund,Marketing og Kommunikation,3,,3,5 sygedage pr forældre,0,,3,,3,Det kommer an på om der er flertal for ens politik,2,,1,"Der bør være blandet byggeri både for den enlige,børnefamilier og ældre",1,,3,,3,,4,,3,Der er allerede en bred vifte af tilbud i dag og det er super godt der tilbud om gratis sportsaktiviteter til børn hvis forældre er økonomisk svage. Ordningen kræver ikke dokumentation fra forældres økonomi,2,,2,Der er begrænsninger som sættes af regeringen. Der skal være plads til alle og satse på en mangfoldigt arbejdskraft. Dog er det f.eks.. bedre med udenlandsk sosu hjælper end ingen sosu hjælper,1,,1,,2,,3,Der er i dag gratis morgenmad i skolerne og gratis mad i institutionerne. I modsætning til andre kommuner hvor man betaler både for mad bleer,3,,1,Der er institutioner som har udvidet åbningstider for de forældre der har et behov,3,Der skal tilknyttes 2-lærer ordning plus pædagog i hele indskoling i alle timer så lærerne kan lave mindre hold samt der skal undervises efter autisme metoder som er gavnligt for alle børn. ( NEST koncept),2,,1,,1,,3,,3,,0,,"Miljø og klima, Kultur,  idræt og fritid, Social- og integrationsområdet, Ældre, Skole/dagtilbud for børn",Trivsel for børn og unge.2 lære ordning i indskolingFast lære hele skoletidenVærdig alderdom for alleDer skal bygges Friplejehjem Alle fortjener ny mulighed- hjælp borger som står udenfor systeme,Børn og unge skal ikke være på stand-by og vente måneder når de har f.eks.. skoleværing eller ikke er trivsel.der skal være straks ordning fra kommu.  Under udredning
6649063,Rashid Kestey,38,False,40,A,I parforhold men ikke samboende,5,2620 Albertslund,Brandmand / redningspersonale,3,,3,"Det er en god idé, at kommunalt ansatte har ret til at være hjemme i hele barnets sygeperiode, der bør være lige vilkår for både privat og kommunalt ansatte, når det handler om barns sygdom der bør helst ikke være forskel på, hvordan man kan passe sit syge barn derhjemme",4,,3,"Jeg føler mig generelt tryg, når jeg færdes i Albertslund. Jeg går ikke rundt og er bange, men jeg synes, vi bør få bedre styr på de ulovlige el-cykler og el-løbehjul, der kører alt for hurtigt på cykelstierne. Min største bekymring er, at småbørn eller ældre kan blive ramt og det kan i værste fald give alvorlige personskader.",2,,2,,4,"Jeg synes efterhånden, der er alt for mange almene boliger i Albertslund Kommune.I stedet burde man investere i flere private ejer- eller andelsboliger, så vi får en bedre balance i boligtyperne og tiltrækker flere forskellige borgere til kommunen.Derfor: Nej til flere almene boliger",1,,3,,2,,2,,4,,2,,1,,4,,1,,0,,4,,2,,1,,4,,4,,1,,3,,1,,1,,3,,"Kultur,  idræt og fritid, Social- og integrationsområdet, Skole/dagtilbud for børn, Erhverv/administration, Beredskab og sikkerhed","Jeg vil skabe handling frem for snak. Et trygt, rent og ansvarligt Albertslund med fællesskab, balance i boliger og bedre vilkår for børn, unge og familier","Albertslund er en smuk og grøn kommune, men sandheden er, at vi står overfor mange udfordringer.Det er som om, vi er gået i stå og for mange udenfor kommunen forbinder desværre Albertslund med et dårligt rygte.Det skal være slut nu.Jeg stiller op til kommunalvalget, fordi jeg vil være med til at vende udviklingen og genskabe stoltheden over vores by.Albertslund skal være et sted, hvor man bidrager, deltager og tager ansvar.Jeg ser det hver dag, som brandmand, fodboldtræner og far  hvor meget potentiale vi faktisk har.Men der mangler handling, retning og vilje til at få tingene til at ske.Det kræver nogen, der kender hverdagen og tør tage fat, også når det ikke er populært. Jeg stiller ikke op for fine titler eller prestige,  jeg stiller op, fordi jeg vil have et Albertslund, vi kan være stolte af igen.Et Albertslund med fællesskab, ansvar og handling."
54695,Hediye Temiz,349,True,27,B,Gift,1,2620 Albertslund,Jura studerende,3,,3,,3,,3,,3,,3,,3,,1,,3,,3,,3,,3,,0,,4,,1,,3,,3,,3,,3,,2,,3,,3,,3,,3,,3,,2,,1,,"Miljø og klima, Kultur,  idræt og fritid, Social- og integrationsområdet, Skole/dagtilbud for børn, Skat","Jeg stiller op for et Albertslund, hvor børn og unge trives, fællesskaber blomstrer, og mangfoldighed er en styrke. Med ansvarlig økonomi og fokus på velfærd, kultur og idræt skaber vi en by for alle.","Jeg stiller op for at skabe et Albertslund, hvor alle børn og unge får mulighed for at lære, fejle og blomstre i fællesskaber med voksne, der har tid, faglighed og hjerte. Jeg tror på, at stærke daginstitutioner, skoler og fritidstilbud er fundamentet for både trivsel og sammenhængskraft. Derfor vil jeg arbejde for bedre rammer og mere tillid til dem, der hver dag gør en forskel.Samtidig skal kultur og idræt have højere prioritet. De skaber fællesskab, glæde og mental trivsel - på tværs af alder og baggrund. Jeg ønsker et Albertslund, hvor flere børn og unge bliver en del af foreningslivet, og hvor frivilligheden får bedre vilkår.Endelig kæmper jeg for et mangfoldigt Albertslund, hvor alle - uanset baggrund - føler sig set, hørt og som en del af fællesskabet. Jeg tror på ansvarlig økonomi, pragmatiske løsninger og en politik, der bygger på dialog, tillid og respekt."
56994,Morten Loof Andersen,42,False,45,B,Gift,1,2620 Albertslund,Økonomikonsulent,3,Det er en god investering i fremtiden så vi får råd til andre områder som skoler og ældrepleje,3,Virksomheder som har eksperimenteret med det har ikke haft misbrug af særlig grad.,1,Kernevelfærd skal varetages af professionelle. Jeg har respekt for de kommunalt ansattes faglighed.,4,Albertslund er en fredelig by. Jeg tror ikke på skræmmekampagner men ser på fakta.,3,Man skal aldrig love mere end man kan holde,1,Kommunen investerer i infrastruktur og vedligeholdelse af de gældende bygninger.,3,Vi har 60% almennyttige boliger vi skal have en bedre balance og derfor flere private.,1,"Vi skal arbejde for grøn omstilling, men ikke tvinge folk som har købt i god tro.",2,Transport dækkes af forskellige behov og vi skal finde balancen.,3,Ja vi må som samfund bidrage til at nedbringe klimaforandringerne.,3,Vi skal værne om vores grønne områder og hvis man inddrager noget skal man kompensere på anden måde.,3,Det er en langsigtet investering som kan spare udgifter på sigt.,1,,3,udenlandsk arbejdskraft er i mine øjne den eneste reelle måde at vi kan få dækket behovet for pleje og service i fremtiden.,1,Støtten til udsatte borgere er kernevelfærd. Det skal vi have råd til.,1,Vi skal investere mere i ældrepleje men det er svært med Albertslunds kommunes økonomi. Staten skal sikre at kommunerne har råd til den service borgerne stilles i udsigt.,1,Man får i altovervejende grad hvad man betaler for. Sjældent får man mere end man betaler for.,3,Erfaringerne fra Europa viser at det er gode investeringer i fremtiden. Vi skal investere i fremtiden for at kunne give service til de svageste.,3,Ja vi skal arbejde for at de kommende generationer bliver røgfri.,3,Vi skal være fleksible for børnefamilierne.,3,Vi skal investere i fremtiden for at kunne give service til de svageste.,3,Ja det kan vi gøre bedre.,1,Servicebehovet vil stige fremover og derfor skal der bruges flere ressourcer og arbejdskraft.,1,Albertslund kommunes økonomi lægger ikke op til skattelettelser i den kommende valgperiode. Men på sigt skal vi have et niveau som passer med vores naboer.,3,Ja alt i alt. Vi kan godt gøre det bedre men grundlæggende gør vi det godt.,3,Vi er ikke så udsatte i Albertslund kommune som andre kystnære områder.,1,Albertslund kommune er altovervejende bygget i en tid hvor beskyttelsesrum var et krav. Vi beskyttes af NATO og afskrækkelse og ikke beskyttelsesrum.,"Social- og integrationsområdet, Ældre, Sundhed, Skole/dagtilbud for børn, Erhverv/administration",Jeg er særligt optaget af børn og unge. Fra daginstitutioner til overgangen til voksen. Som mine udvalgsposter og mine frivillige poster i bestyrelser i kommunens institutioner viser.,"Jeg er særligt optaget af børn og unge. Fra daginstitutioner til overgangen til voksen. Derfor er jeg medlem af Børn og Skoleudvalget. Erhverv, Beskæftigelse og uddannelsesinstitutioner. Udvalget for udsatte børn og unge med behov for særlig støtte. Jeg sidder også i bestyrelsen for Albertslund Ungecenter (AUC), Danmarkshistorien i Vestskoven og Vikingelandsbyen. Jeg er optaget af at sikre bedre velfærd. Derfor arbejder jeg med viden i den offentlige sektor som hoveddrivkraft, til at gøre det bedre for borgerne generelt i Danmark og i Albertslund specifikt.Kernen for vores velfærd er at beskytte de svageste. De fleste kan klare sig selv, Radikale Venstres slogan fra 2001 tror jeg på, ""Vi tænker på andre end dig!"". Hvis du ikke har brug for hjælp så kan du hjælpe andre."
121702688,Wakas Mehmood,59,False,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121702686,Muzafar Ahmed,432,True,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56995,Lene Dræbye,7,False,80,B,Enlig,2,2620 Albertslund,pensionist,3,,3,,2,,4,,3,,2,,4,,4,,4,,3,,4,,4,,0,,4,,2,,3,,2,,3,,2,,1,,3,,4,,2,,0,,3,,1,,1,,"Trafik, Miljø og klima, Kultur,  idræt og fritid, Sundhed, Skole/dagtilbud for børn",!,!
121702687,Ole Golbert,2,False,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,Lars Gravgaard Hansen,428,True,65,C,Gift,1,2600 Glostrup,Konsulent,2,,2,,4,,4,,3,,4,,4,,0,,3,,4,,3,,0,,2,,3,,2,,4,,4,,0,,2,,3,,0,,4,,2,,4,,1,,4,,3,,"Miljø og klima, Ældre, Sundhed, Skole/dagtilbud for børn, Erhverv/administration","Udvikling eller afvikling, Albertslund er en dyr kommune og der er et højt serviceniveau. Byudviklingen er vigtigt og skal prioriteres så det gøres rigtigtFokus på forbruget og styr på økonomien","Gennem 12 år har jeg vist at Albertslund er min by og det sted jeg holder af. Jeg er drevet af, at de beslutninger der tages er til det bedste for alle i byen.  Jeg samarbejder med alle for byen og mit fokus er, at Albertslund er et godt sted at leve og bo i, hele livet. Jeg er garant for en sund og fornuftig økonomi. Albertslund er mulighedernes by, placeret midt på Vestegnen der gør at Albertslund er et oplagt sted for erhvervslivet. Grønne områder og skøn natur skal bibeholdes og plejes. Skolen er den vigtigste institution og skal derfor styrkes. Der skal arbejdsro til, så skolerne får mulighed for at udvikle sig. Ledelse og bestyrelse skal prioriteres. Byudviklingen skal fortsætte, og det skal ske efter en fornuftig plan som sikre at økonomien og velfærden kan følge med."
9089,Nils Jul Gjerlev,216,True,52,C,Gift,4,2620 Albertslund,Kriminalassistent / Efterforsker,2,,3,,3,,3,,3,,3,,4,,2,,2,,3,,3,,2,,1,,1,,1,,3,,3,,0,,2,,1,,1,,3,,2,,2,,3,,3,,1,"Kommunens beredskab bør knytte sig til den aktuelle trussel, der er mod DK. Derfor handler det mere om at sikre, at vi har det nødvendige beredskab til at møde hybridkrig, hvor vores forsyning - el, vand, varme og infrastruktur bliver lammet.","Miljø og klima, Kultur,  idræt og fritid, Sundhed, Skole/dagtilbud for børn, Erhverv/administration","Jeg har brug for din stemme,  så jeg kan fortsætte mit arbejde i kommunalbestyrelsen - for dig og for AlbertslundMed fokus på byen, børnene og fællesskaberne!","Store ambitioner for folkeskolenLykkes vi med folkeskolen - så lykkes vi med meget og vi er godt på vej. Målet er en attraktiv folkeskole, hvor den enkelte elev oplever læring, trivsel og dannelse.Byudvikling - en del af vejen til en bæredygtig by og  bæredygtig økonomiAmbitionen er, at få en mere blandet by med langt flere ejerboliger, så flere familier kan få mulighed for at købe sin egen bolig i Albertslund. I dag har vi omkring 60% almene boliger, så der er alene brug for flere ejer- og andelsboliger, hvis vi skal have en blandet by med blandede boligformer.Et attraktivt kultur- og fritidslivVores store kultur- og fritidsliv, hvor mange borgere gør en stor frivillig indsats, er et kæmpe aktiv for vores by og det skal vi værne om. Når det gælder idræt og motion, skal vi gøre en særlig indsats for at få langt flere borgere - børn, unge og voksne - til at være aktive og gerne i en forening, hvor man oplever styrken og glæden ved at være en del af et større fællesskab."
9133,Tina Graugaard,169,False,52,C,,2,2620 Albertslund,A-kasse konsulent,1,"Hvis man kigger på den seneste landsundersøgelse for normeringer,  mener jeg at Albertslund har en fin normering på 2,8, hvor normen er 3. Jeg har svært ved at finde bevæggrunde for hvorfor vi skulle prioritere det yderligere.",0,"Jeg mener ikke,  at borgerne skal betale i velfærdsydelser,  for at kommunalt ansatte kan være hjemme med syge børn i hele barnets sygeperiode.  Hvad hvis sygeperioden er over en længere periode - så skal der findes en vikar, som skal lønnes, samtidig med at der udbetales løn til den hjemmegående ansatte. Der jo nærmest minus på hele pladen,  fra starten af. Skal borgerne undvære for at kommunalt ansatte kan få? Ikke hvis I spørger mig.",4,,2,"Jeg har personligt aldrig følt mig utryg, men jeg kender flere borgere,  som gør.  Det er klart noget vi er nødt til at tale om fremadrettet.  Det skal være trygt at bo i Albertslund",3,"Det kræver et flertal, for at kunne holde det man lover. Derfor vil alle løfter ikke altid kunne holdes. Jeg er af den opfattelse, at alle politikere i Albertslund, gør hvad de kan for at kunne holde deres løfter til vælgerne. Det er bare sådan, at det ikke altid kan lade gøre, fordi flertallet ikke er til stedet for at få løftet indfriet - Det er demokratiets vilkår.",4,,4,"Tiden er inde til at tage et opgør med almennyttigt boligbyggeri. Vi er nødt til at komme ud af den boble, hvor almennyttigt er at foretrække frem for ejer/andel. Albertslund trænger til nye borgere, som gerne vil eje deres eget. Det giver et større økonomisk råderum, når skatteindtægterne gøres op. Og det bliver til mere af det vi rigtig gerne vil have og som betyder noget for os - velfærd",1,,3,,1,"Nedbringelse af CO2 er et statsanliggende - ikke et kommunalt. Hvis vi skal nedbringe CO2 udslip, må regeringen finde operationelle løsninger for kommunerne - herunder også økonomi.",1,"Man kan altså godt både bygge og bevare samtidig. Det er et spørgsmål om vilje og om at finde løsninger som tilgodeser alle aspekter.  Man sagtens kan bygge uden at det går ud over naturen. Man kan bygge højt, man kan tænke kreativt og bygge boligkomplekser med vertikale haver, taghaver/bistader, grønne stationer, busstopsteder mv. og støtte lokal initiativer med penge og kompetencer. der er mange muligheder - vi skal bare løfte blikket lidt og se hvordan de bygger i andre lande",1,"Albertslund ligger altså blandt de kommuner, som bruger relativt mest pr. indbygger på kultur og fritid - typisk befinder Albertslund sig altid i top 5-10.  Den præcise placering svinger lidt fra år til år, men tendensen er, at Albertslund prioriterer kultur og fritid højt pr. indbygger sammenlignet med de fleste andre kommuner. Derfor mener jeg ikke, at der skal afsættes flere penge til hverken flere, billigere eller gratis kultur - og sportstilbud.",3,,2,Jeg mener at vi som kommune skal tiltrække kompetencer.,1,"Ja, socialt udsatte borgere, koster mange penge. Men ved at bruge færre, bliver det værre.",3,"Der er altid steder, hvor borgerne/pårørende kan se plads til forbedringer. Det er vi, som politikere, forpligtet til at se muligheder i og finde løsninger på. Men jeg har en oplevelse af, at der generelt er tilfredshed i hvordan vi passer på vores ældre indenfor de økonomiske rammer",3,,0,,2,,0,,1,"Jeg har ikke en oplevelse af,  at der er for mange elever i vores folkeskoleklasser.  Skulle det blive et problem, vil jeg naturligvis kigge på løsninger i samarbejde med de øvrige partier og skolerne, for at finde en stabil og fornuftig løsning, som ikke har en omfattende betydning for andre grupper af borgere, som overhovedet muligt.",4,,2,,3,"Albertslunds borgere betaler rigeligt i skat. Dog mener jeg ikke, at det er realistisk på nuværende tidspunkt, at sænke skatten grundet de mange anlægsprojekter, som enten er igangværende eller står for en igangsætning. Flere borgere kommer til, i takt med at der bygges mere. Det koster, for der skal både være skole og institutioner mv.  På sigt, så jeg gerne, at skatten blev sænket.",3,,3,,1,"Jeg er ikke overbevist om, at vi får behov for beskyttelsesrum, i den historiske forstand.  Krig i dag, har ændret karakter og jeg finder det meget mere vigtigt, at vi bruger beskyttelsesrum til oplagring af kriseberedskab - vand, mad, tæpper, medicin mv.  Dog skal det være meget mere tydeligt for hver enkelt borger, hvor der er beskyttelsesrum. Altså at kommunerne/regionerne oplyser borgerne om hvor det nærmeste beskyttelsesrum kan findes. Samtidig skal der forventningsafstemmes med borgerne, hvad de kan forvente i beskyttelsesrummene ift. ophold, lagerbeholdning mv. Jeg er dog ikke af den overbevisning, at det alene er kommunernes ansvar - regioner og stat må tage størstedelen af ansvaret.","Miljø og klima, Social- og integrationsområdet, Ældre, Erhverv/administration, Beredskab og sikkerhed","I de seneste fire år har jeg været med til at sætte flere borgerrettede processer i gang - med fokus på åbenhed, dialog og inddragelse. Det arbejde vil jeg gerne bygge videre på.","Som politiker er jeg:✔️ Lyttende✔️ Handlekraftig✔️ DirekteJeg siger, hvad jeg mener - og jeg står ved det, jeg lover. Og hvis mit løfte ikke bringes ud i livet, i Albertslund, så jeg ikke bleg for at indrømme, at jeg var mere ambitiøs end flertallet. Jeg tror på, at man som politiker skal være tilgængelig, troværdig og til stede i det liv, man er med til at forme - hvis man kan nikke til det, så skal man stemme på mig.  Mit mål er at gøre Albertslund til en kommune, vi alle kan spejle os i - uanset hvor vi er i livet."
9091,Billal Zahoor,128,False,49,C,Gift,3,2620 Albertslund,Finansdirektør,0,,2,,1,,4,,4,,4,,4,,0,,2,,2,,1,,2,,2,,3,,2,,1,,3,,1,,4,,0,,2,,4,,3,,3,,1,,3,,2,,"Miljø og klima, Ældre, Sundhed, Erhverv/administration, Beredskab og sikkerhed",Medlem af kommunalbestyrelsen siden 2021 med stor indflydelse i udvalget for Byudvikling samt den borgerlige stemme i Social- og Sundhedsudvalget.  Har været engageret i kommunalpolitik i 14 år.,"Albertslund Kommune skal have en sund og stærk økonomi, hvilket er en væsentlig forudsætning for at tilbyde borgerne kernevelfærd af høj kvalitet - det være sig børnepasning, uddannelse,  ældrepleje og andre velfærdsydelser. Vi skal investere i byudvikling og skabe en bedre balance mellem lejeboliger og ejerboliger med henblik på at styrke kommunens skatteprovenu."
121505330,Jeanne Nordstrøm,49,False,37,C,I parforhold men ikke samboende,2,2620 Albertslund,Social- og sundhedsassistent,1,Pengene skal prioriteres anderledes. Vi skal prioriterer at fjerne papirarbejdet og give pædagogerne tiden til børnene.,0,,1,"Kommunen må og skal altid inddrage frivillige og foreninger. Kommunen skal støtte op om projekter, der har det til formål.",3,Jeg er dog enig i at der skal skabes meget mere tryghed i byen.,3,,3,,4,"Der er et behov for at kommunen har brug for flere borgere, med midler til at bo privat. Kommunen støtter i forvejen med boligstøtte mm til de borgere der er udfordrede.",0,,1,,3,,3,Der skal bygges med respekt for de mange grønne områder i Albertslund kommune.,1,Vi skal blive bedre til at bruge de tilbud der allerede eksisterer.,1,,3,"Det skal vi hvor det er relevant, men der skal selvfølgelig være krav til dem der ansættes.",1,,1,Der er plads til mange forbedringer. Både for dem der kræver omsorg og de ansatte.,4,Friplejehjem er et glimrende eksempel på dette område.,0,,0,,1,"Det skal ske, hvis der viser sig at være et behov for det. Ikke før.",1,Der skal et større fokus på de elever der har brug for mindre klasser. Men det gælder ikke alle.,3,,1,,3,På sigt ja tak. Men ikke lige nu.,1,,4,,3,,"Miljø og klima, Social- og integrationsområdet, Ældre, Sundhed, Skole/dagtilbud for børn","Fordi jeg har fokus på omsorgsområdet, et sammenhængende familieliv og biodiversiteten i vores by.","Jeg er social-og sundhedsassistent og har både hjerte og fagligheden med mig når jeg snakker om omsorgspolitik og ældrepleje.Jeg er mor til to drenge, så det sammenhængende familieliv er en vigtig ting.Biodiversiteten i vores by skal bevares og passes på."
121505355,Kirsten Severin Pedersen,12,False,83,C,Enlig,2,2620 Albertslund,Pensionist,3,,3,,0,,4,,2,,3,,4,,0,,3,,3,,2,,3,,1,,3,,0,,3,,0,,3,,3,,3,,3,,4,,3,,3,,3,,3,,4,,"Ældre, Sundhed","Som bruger har vi alle behov for den trykhed det giver at vide ,at vi for den.","Et kryds ved mit navn på liste C vil være med til en bedre kommune ,for alle"
6734998,Brian René Pedersen,23,False,56,C,Gift,2,2620 Albertslund,Vagt,3,"""God normering i daginstitutionerne er vigtigt - men ikke på bekostning af skoler og ældrepleje. Vi konservative ønsker ansvarlig prioritering, hvor alle generationer bliver tilgodeset, i stedet for at sætte grupper op mod hinanden.""",2,,3,,3,"""Generelt føler jeg mig tryg i Albertslund, men jeg hører også fra borgere, at utryghed kan opleves visse steder eller tidspunkter. Det er vigtigt at tage disse bekymringer alvorligt og arbejde målrettet for, at alle føler sig trygge i hele byen.""",3,"""Tillid er afgørende i lokalpolitik. Når man giver et løfte, skal man også stå ved det - ellers mister borgerne troen på demokratiet.""",4,"Det er sund fornuft at tænke langsigtet. En investeringspulje giver Albertslund mulighed for at udvikle byen ansvarligt og skabe værdi for både nuværende og kommende borgere.""",4,,1,"""Jeg støtter grøn omstilling, men markedet er ikke stort nok endnu til, at vi reserverer alle p-pladser til elbiler.""",4,"""Det skal være trygt at gå og cykle i Albertslund, men vi må ikke glemme bilisterne - der skal være balance.""",2,,3,,4,"""Jeg er enig i, at børn og unge skal have gode tilbud - men det behøver ikke betyde besparelser andre steder. Det handler om at prioritere klogt.""",4,,3,,2,,3,"""Ældreplejen fungerer overordnet godt, men vi skal hele tiden sikre kvalitet og værdighed.""",0,"""Bedre ældrepleje handler ikke kun om flere penge, men om bedre ledelse, prioritering og brug af ressourcer.""",3,,4,,4,"""Fleksible åbningstider er vigtige for familier, men det skal ske gennem klog prioritering - ikke blinde besparelser andre steder.""",2,,4,,1,,0,,1,,4,,4,,"Trafik, Miljø og klima, Sundhed, Beredskab og sikkerhed","""Stem på mig, hvis du ønsker et trygt, grønt og ansvarligt Albertslund. Jeg vil arbejde for en sund økonomi, mere liv i byen og gode rammer for både børn, familier og ældre.""","Du bør stemme på mig, fordi jeg ønsker et Albertslund, hvor vi skaber balance mellem udvikling og ansvarlighed. Jeg vil arbejde for en kommune, hvor vi prioriterer tryghed, trivsel og gode rammer for både børn, unge, familier og ældre. Jeg tror på, at vi kan udvikle vores by med respekt for naturen og skabe grønne løsninger, der også er økonomisk bæredygtige. For mig handler politik ikke om store ord og hurtige løfter, men om ærlighed, gennemsigtighed og handling. Jeg vil være en stemme for de borgere, der føler sig overset, og jeg vil arbejde for, at vi træffer beslutninger, som gavner hele fællesskabet - både nu og i fremtiden. Med mig i kommunalbestyrelsen får du en kandidat, der sætter Albertslund først, tænker langsigtet og altid holder, hvad jeg lover. Jeg stiller op, fordi jeg brænder for at gøre en forskel dér, hvor vi alle lever vores liv - i hverdagen. Din stemme til mig er en stemme på en kandidat, der lytter, handler og arbejder for et Albertslund, vi kan være stolte af."
36846,Kira Kruse Willmarst,17,False,53,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576034,Kim Bonnesen,12,False,62,C,Gift,2,2620 Albertslund,Selvstændig,1,,3,,3,,2,,3,,3,,4,,1,,3,,3,,4,,3,,2,,1,,3,,1,,4,,2,,1,,1,,3,,4,,1,,4,,3,,4,,1,,"Trafik, Miljø og klima, Ældre, Erhverv/administration, Beredskab og sikkerhed",Vil bruge min stemme fra dig på at sikre Albertslund s fremtid UDEN blok tilskud fra Staten ved en bedre økonomi og et Albertslund for ALLE,"Giv alle i kommunen de bedste vilkår, således vi bliver den bedste kommune i Københavns området"
52443,Henrik Hertz,15,False,66,C,Gift,1,2600 Glostrup,Jobkonsulent,1,,1,,4,,3,Men der er steder i Albertslund som er utrygt at færdes i.,3,,4,,3,,2,,1,"Da vi i Albertslund har gang og cykelstier næsten over det hele, bør der kun igangsættes nyt hvor det giver mening som fx. på Stensmosevej, hvor arbejdet med cykelsti etableres.",3,,3,,4,,3,,3,,2,,3,,3,,3,,4,,1,,2,,4,,1,,1,,3,,3,,1,,"Miljø og klima, Kultur,  idræt og fritid, Ældre, Sundhed, Skole/dagtilbud for børn","Arbejder for bedre idrætsfaciliteter, bl. a. for en ny svømmehal ved badesøen, idrætslinje i folkeskolen, mere idræt og leg i børnehaverne.","Ved at forbedre vores idrætsfaciliteter vil det kunne tiltrække flere unge og ældre til at dyrke idræt og få social samvær med andre. Dette vil også medføre en bedre sundhedsprofil i Albertslund kommune. En idrætslinje i folkeskolen ville med sandsynlighed få flere unge skoleelever til at dyrke idræt og fastholdes i foreningerne når de forlader skolen. Albertslund mangler en idrætsbørnehave som andre kommuner har indført. Dette gør, at børnene bliver vant til at idræt bliver en naturlig ting i ens hverdag fra man er lille."
