id,name,votes,elected,age,party,marital status,number of kids,postal number,occupation,a5,c5,a6,c6,a7,c7,a8,c8,a9,c9,a10,c10,a11,c11,a12,c12,a13,c13,a14,c14,a15,c15,a16,c16,a17,c17,a18,c18,a19,c19,a20,c20,a21,c21,a22,c22,a23,c23,a24,c24,a25,c25,a26,c26,a27,c27,a28,c28,a29,c29,a30,c30,a31,c31,themes,short,long
6649095,Susanne Hulkvist,163,False,68,A,Enlig,2,2605 Brøndby,Pædagog medhjælpere,1,Skolerne er gamle og der er brug for nye skoler,3,,4,,1,,1,,1,,3,,1,,1,,1,,2,,1,,1,,1,,1,,1,,3,,3,,3,,1,,3,,3,,3,,2,,3,,3,,2,,"Trafik, Miljø og klima, Social- og integrationsområdet, Ældre, Sundhed",Fordi jeg vil arbejde på bedre forhold for de ældre. Bedre mulighed for at blive hørt og bedre mulighed for den hjælp man har brug for,Fordi jeg vil arbejde for de borger som aldrig kommer til orde de ældre og udsatte som har det svært.  Så de få den hjælp de har brug for og hurtigt. En sag skal ikke vare 6-12 mdr Bedre mulighed for revalidering og derved en plads på arbejdsmarkedet og dem som skal have midlertidig pension.
23846,Pia Kofoed,55,False,68,A,Gift,2,2605 Brøndby,Frivillig,3,,3,,4,,3,,2,,3,,3,,3,,3,,3,,4,,3,,2,,2,,1,,2,,3,,3,,3,,3,,4,,3,,2,,2,,3,,3,,3,,"Miljø og klima, Social- og integrationsområdet, Ældre, Skole/dagtilbud for børn",Jeg vil arbejde for:Løsninger/muligheder for udfordrede familier.Børn og unges velfærd.Unges uddannelse. Fokus på Integration og fordomme.Indsigt/forståelse af kulturelle forskelle.,"Her er nogle af de områder, jeg gerne vil arbejde med:Velfærden i familien er vigtig, især blandt børnene og de unge, hvor mange i dag mistrives. Via de sociale medier får børn og unge gode ""råd"" om, hvordan de kan blive ligesom de smukke og kendte, hvilket ødelægger deres selvværd, fornuft og dømmekraft.Fokus på motivering af de unge til at tage en uddannelse, der skal være lige muligheder for alle. Erhvervsuddannelserne skal opprioriteres, da de er lige så berettiget som en gymnasial uddannelse, og ingen af dem kan undværes, alle uddannelser er vigtige.Brøndby har en multietnisk sammensætning, det er vigtigt, at vi som kommune og borger har fokus på dette område. Brøndby Strand klarer sig godt, men fordomme fjernes aldrig helt, der skal arbejdes for en bedre indsigt og forståelse af de kulturelle forskelle."
23923,Harun Muharemovic,272,True,30,A,Gift,1,2660 Brøndby Strand,Jurist i Dansk Frisør & Kosmetiker Forbund,1,,2,,4,,1,,2,,1,,3,"Det kan altid blive bedre, men jeg synes,  at vi har en god borgerinddragelse f.eks. med budgetborgermøderne.",3,"Men jeg mener, at det sagtens kan gå hånd i hånd.",3,Vi har været blandt andet været gode til at etablere anlæg for Lokal afledning af Regnvand.  Det skal vi fortsætte med for vejret bliver kun vildere.,1,"I takt med at vi går mere og mere over til el-biler er det naturligt, men vi har parkeringsudfordringer nok, og derfor mener jeg ikke, at det er hensigtsmæssigt at skabe flere udfordringer på denne måde.",1,,1,"Vi skal hele tiden blive grønnere, men vi skal passe på, at det ikke får en social slagside.",0,"Vi har et rigt kultur- og idræstsliv, som står på skuldrene af hundred- hvis ikke tusindvis af frivillige ildsjæle.",1,Nok nærmere det modsatte. Desværre.,1,,0,,3,,1,,1,"Jeg er stor fan af skolemad, men jeg mener, at staten skal være med til at betale.",1,Det er allerede røgfrit mange steder - f.eks. fællesområder som legepladser.,3,"Jeg mener, at vi ligger et fornuftigt sted lige nu, og at vi må se tiden an. For nuværende har vi åbningstider fra 6.45-17.00 undtagen fredag, der er til 16.30. Alle bydele har en til to institutioner, der har åbningstid fra 06.00-17.00.",1,Vi har en allerede en lav klassekvotient. 22 pr. klasse.,2,"Det tror jeg kommer helt af sig selv både ift. vores geografiske placering, men også med den byudvikling, som vi har gang i.",1,"Det kommer an på, hvad der menes? I centraladministrationen hælder jeg til ja, hvor det giver mening, i den nære velfærd nej.",1,"Jeg mener,  at den er på et passende niveau nu.  Skal det ske én dag, skal det give mening og ikke gå udover velfærden og komme den almene borger til gode.",4,,0,,"Miljø og klima, Kultur,  idræt og fritid, Social- og integrationsområdet, Skole/dagtilbud for børn","Jeg vil arbejde for: Et stærkt fritids-, idræts- og kulturlivEn tryg barndom i daginstitution og skoleTryg, ansvarlig og bæredygtig byudvikling.Smartere parkeringsløsninger","- En tryg barndom i daginstitution og skole: Stærke, rummelige skoler og tidlige indsatser - fordi alle børn fortjener en tryg og god opvækst. - Et stærkt fritids-, idræts- og kulturliv: Lige adgang til foreningslivet for alle - stærke tilskud, bedre faciliteter, færre ""hjemløse"" foreninger og udvidelse af fritidspasset til børn, unge og økonomisk trængte voksne. - Tryg, ansvarlig og bæredygtig byudvikling:Vi skal have byudvikling, der tager hensyn til klima og miljø - og samtidig skaber bedre rammer for hverdagen. Smartere parkeringsløsninger, grønne områder med høj biodiversitet og boliger til alle livets faser."
7774,Michael Buch-Barnes,269,False,64,A,Enlig,2,2660 Brøndby Strand,Pedel medarbejder,1,,2,,3,,1,,1,,2,,4,,3,,2,,2,,1,,3,,1,,2,,1,,3,,3,,2,,2,,2,,2,,2,,1,,2,,4,,3,,2,,"Miljø og klima, Kultur,  idræt og fritid, Sundhed","*Flere almene boliger, ungdomsboliger-, handicapboliger- og seniorboliger, så vi sikrer gode og tilgængelige boliger for alle. *Et fortsat skarpt fokus på tryghed i hverdagen, hvor både børn, unge,","Hvordan kan vi opnå målene? Vi kan tilpasse kommuneplanen, så den understøtter opførelsen af flere boliger med tilgængelighed for alle. Så kan vi udpege specifikke områder i Brøndby, hvor det er muligt at bygge nye boligkomplekser målrettet de nævnte. Det er også vigtigt at kortlægge kommunens eksisterende bygninger for at vurdere mulighederne for ombygning eller modernisering til ungdoms-, handicap- og seniorboliger. Vi kan støtte renoveringsprojekter, der kan opgradere ældre boligmasse til moderne og tilgængelige standarder.  Hvordan sikrer vi trygheden? Øget synlighed af nærpoliti og tryghedsskabende patruljering i boligområder og ved skoler. Tættere dialog mellem kommune, politi og borgere gennem borgermøder og tryghedsvandringer."
121219376,Adeel Akhtar,250,False,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7783,Mahmut Erdem,234,False,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7782,Syed Aejaz Haider Bukhari,479,True,61,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120498053,Irfan Gilani,503,True,46,B,Gift,5,2660 Brøndby Strand,Direktør,3,,1,"Jeg er overvejende enig i, at Brøndby Kommune skal tilføje flere grønne arealer, men det må ikke ske på bekostning af mobiliteten. Grønne områder er vigtige for trivsel, biodiversitet og rekreative muligheder, men de bør planlægges, så de integreres med byens infrastruktur. Der er behov for mere kreative og innovative løsninger, hvor grønne arealer implementeres uden at hindre trafik, cykling eller kollektiv transport. Det kan for eksempel ske gennem grønne tage, pocket-parks, multifunktionelle byrum eller grønne korridorer langs eksisterende vejnet. På den måde kan vi styrke kommunens grønne profil og samtidig sikre, at det fortsat er nemt og sikkert at komme rundt for alle borgere.",3,"Det er ikke problematisk i sig selv, men kvinders stemme - især dem, der ofte overses i beslutningsprocesser - skal høres og tages alvorligt, hvis vi vil styrke indsatsen for en mere inkluderende kommune. Kvinders erfaringer og perspektiver er vigtige for at udvikle politikker og initiativer, der reelt tager højde for mangfoldighedens behov og sikrer, at alle borgere føler sig repræsenteret og inkluderet. Uden deres input risikerer vi, at beslutninger træffes uden forståelse for de udfordringer og barrierer, som nogle grupper møder i hverdagen. At lytte til dem er derfor ikke blot en symbolsk handling, men en afgørende del af at skabe en kommune, hvor inklusion og ligestilling reelt prioriteres.",3,"Jeg mener ikke, at der nødvendigvis er behov for at bruge flere penge på integration af udlændinge. Til gengæld er det vigtigt at se hele integrationsindsatsen efter i sømmene og udvikle mere målrettede initiativer. Indsatserne bør i højere grad tage udgangspunkt i kultur, normer og kommunikation, og de bør sættes ind tidligt, da målrettede og rettidige indsatser næsten altid er samfundsøkonomisk billigere på længere sigt, samtidig med at de styrker et velfungerende og inkluderende lokalsamfund.",3,"Jeg synes, det er vigtigt, at kommunen har mulighed for at vurdere større træer, når det har betydning for byens grønne udtryk. Samtidig skal det ske gennem dialog med husejeren, så både privat ejendomsret og fælles interesser respekteres. Målet er at finde løsninger, der styrker byens grønne miljø uden unødigt at begrænse den enkelte borgers råderet over sin have.",0,"Det er urimeligt, at det alene skal være de grundejere, der bor nærmest kysten, som skal betale for et nyt fire meter højt dige langs Strandparken. Et sådant projekt handler ikke kun om lokal beskyttelse, men om hele kommunens modstandskraft over for de stigende trusler fra klimaforandringerne. Kraftigere storme, højere vandstand og hyppigere oversvømmelser er udfordringer, der berører os alle - ikke kun dem, der bor ved vandet. Et dige i Strandparken vil beskytte fælles værdier som veje, stier, natur, boliger og kritisk infrastruktur. Derfor bør finansieringen også være fælles. Klimatilpasning er en samfundsopgave, og ansvaret må fordeles bredt mellem kommune, stat og eventuelle fonde. At lade en mindre gruppe borgere stå alene med regningen er både uretfærdigt og uholdbart. Vi skal stå sammen om at sikre vores kyst og vores fælles fremtid.",1,"Jeg er ikke enig i, at borgerne i Brøndby Kommune har gode muligheder for at få indflydelse på politikken. Borgerrådgiverens seneste rapport fremhæver udfordringer med kommunikation mellem kommunen og borgerne, hvilket begrænser borgernes mulighed for at følge med og deltage aktivt i beslutningsprocesser. Samtidig har årtiers socialdemokratisk dominans i byrådet medført, at borgerinddragelse ikke altid har været prioriteret som en fast del af beslutningskulturen. Det afspejles også i lav valgdeltagelse blandt visse grupper, herunder borgere med minoritetsbaggrund, hvilket tydeliggør et demokratisk problem: ikke alle har reel mulighed for at få deres stemme hørt og blive repræsenteret i beslutningsprocesserne.",3,,1,"Vi har generelt gode forhold for cyklister og fodgængere i Brøndby, og der er uden tvivl plads til forbedringer. Samtidig er det vigtigt, at tiltagene ikke sker på bekostning af bilisters fremkommelighed. En balanceret tilgang, hvor alle trafikformer får plads og sikkerhed, sikrer, at byen fungerer effektivt for både borgere, erhvervsliv og besøgende.",1,"Vi skal nedbringe CO2-udledningen, men det behøver ikke nødvendigvis at gøre det dyrere at bo i kommunen. Det er muligt at finde løsninger, der både fremmer klimaindsatsen og samtidig er økonomisk ansvarlige for borgerne, for eksempel gennem energieffektive bygninger, grøn teknologi og smartere transportløsninger.",3,,1,,2,,3,,1,,1,"Jeg er ikke enig i, at kommunens ældrepleje generelt set fungerer godt. Der er fortsat udfordringer med kvalitet, ressourcer og koordinering, som påvirker borgernes oplevelse af plejen. Borgere og pårørende oplever eksempelvis manglende kontinuitet i personale og variation i serviceniveauet på tværs af plejeområder. Det tyder på, at der er behov for mere fokus på at sikre ensartet høj kvalitet og bedre arbejdsvilkår, så ældre får den tryghed og støtte, de har krav på.",3,,3,"Jeg er enig i, at folkeskolerne skal have en grøn frokostordning, der styrker børns trivsel, koncentration og giver en tidlig indgang til sundt madliv. Men det bør ikke ske på bekostning af kernevelfærden. Ordningen skal finansieres smart og ansvarligt, så både mad, mangfoldighed og øvrige velfærdsopgaver kan prioriteres samtidig.",4,,1,"Åbningstiderne bør udvides, men det skal ske gennem fleksible løsninger, så vi kan imødekomme borgernes behov uden nødvendigvis at gå på kompromis med andre områder. Det kan for eksempel være gennem skifteholdsordninger, digitale services eller målrettet bemanding på tidspunkter med størst efterspørgsel. På den måde kan vi skabe bedre tilgængelighed og service for borgerne, samtidig med at ressourcerne anvendes effektivt.",3,,3,,3,,1,Vi har et passende kommuneskatteniveau.,1,"Jeg er uenig i, at de skattepenge, jeg betaler i kommunen, bliver brugt fornuftigt. Selvom Brøndby Kommune ligger blandt de bedste, når det gælder ressourceallokering pr. elev i børne- og skoleområdet, afspejles det ikke i resultaterne, som fortsat er relativt lave. Tilsvarende viser evalueringer og borgerfeedback, at mange ældre ikke er tilfredse med servicen fra hjemmeplejen. Det betyder, at selvom ressourcerne er fordelt, udebliver de konkrete resultater, og det rejser spørgsmål om, hvor effektivt pengene faktisk bliver anvendt.",2,,1,,"Social- og integrationsområdet, Ældre, Sundhed, Skole/dagtilbud for børn, Erhverv/administration","tem på mig, fordi jeg vil gøre Brøndby til en foregangskommune med trivsel for børn, velfærd til alle, styrket mangfoldighed og lige muligheder - gennem dialog, tidlige indsatser og fællesskab.","Noget er galt,  når mennesker ikke bliver hørt, børn ikke trives, fagfolk ikke får plads, og sundhed og velfærd ikke når frem i tide. Når man vil have flere til at stemme - men ikke give flere en stemme.Jeg tror på politik, der fremmer dialog, nedbryder ulighed og sikrer lige muligheder for alle, uanset baggrund eller postnummer.Vi skal turde satse på fremtiden: vores børn og unge. Det kræver investering i trivsel gennem tidlige indsatser og et uddannelsessystem, der sætter børnenes behov først, så de kan nå deres fulde potentiale. Jeg mener, et samfund, hvor alle børn trives og udvikler sig, er et ansvar, vi ikke kan forsømme - for det handler om deres liv og om den verden, vi efterlader dem.Som cand.scient.soc og mangeårig erhvervsleder, kombinerer jeg faglig indsigt med handlekraft.Jeg har erfaring med, hvor stor betydning tidlig indsats har for børn med autisme, og hvordan mentorskab styrker unges demokratiske dannelse.Stem på mig personligt - så din stemme bliver hørt!"
120498051,Maha Gilani,295,False,23,B,Enlig,0,2660 Brøndby Strand,Studerende,1,"Folkeskolernes vigtigste opgave er at give alle børn en tryg og værdig start på livet. Mindre skoler skaber nærhed og styrker muligheden for det relationelle mellem skole, forældre og elever. Samtidig giver en skole placeret i nærmiljøet en følelse af hjem og forbundethed for eleverne. Dog skal det være med øje for at man ikke går på kompromis med kvaliteten af undervisningen.",3,"Kommunen skal prioritere flere grønne områder, fordi det skaber liv i byen og bidrager til den grønne omstilling.",4,"Det er bestemt problematisk, når beslutningstagere ikke formår, at afspejle borgerne. Det er både et spørgsmål om køn, alder og baggrund.",4,"God integration danner et stærkt fundament for samfundet. Det er vigtigt, at integrationsindsatserne skal baseres på erfaringer fra tidligere, som viser hvad virker. Dette vil sikre solide resultater og på længere sigt være omkostningseffektivt.",0,Det vil være et brud på det enkelte menneskes personlige frihed. Kommunen skal arbejde for et grønt udtryk på offentlige områder.,0,"Det er det offentliges ansvar, at sikre mod klimaforandringer.",1,"Det er først i 2025 Brøndby har fået et kommunalt ungeråd. Det synes jeg afspejler, hvor bagud vi er med ungeinddragelsen. Det er blot et eksempel. Borgerinddragelse er et essentielt led i det kommunale arbejde, kommunalbestyrelsen arbejder for borgerne og ikke omvendt. Derfor er det et område kommunen altid skal blive bedre til.",4,"Det skal være attraktivt, at have en el-bil og det kan kommunen blandt andet gøre ved at flere p-pladser skal være beregnet til el-biler.",3,,3,"Nedbringelsen af udledningen af CO2 er klart et af de vigtigste opgaver kommunerne står overfor. Selvom det skal være en prioritet skal vi huske, at byen er for borgerne. Ved at kommunen bliver et dyrere sted, at bo, rammer vi de mest sårbare borgere. Der skal både være plads til de sårbare og den grønne omstilling.",3,"Der er både behov for flere boliger, flere virksomheder og idrætsfaciliteter, men ikke på bekostning af kommunens grønne områder. De grønne områder skaber hyggelige og trygge omgivelser for beboerne samt bidrager til den grønne omstilling. Når der skal bygges nyt skal det grønne tænkes ind. Det ene skal ikke ske på bekostning af det andet.",3,Fritidstilbud spiller en afgørende rolle i børn og unges sociale og faglige udvikling. De medvirker til at skabe fællesskaber og øger trivsel.  Derfor skal Brøndby Kommune tilbyde et bredt udvalg af kultur og sporttilbud. Dog handler det i sidste ende om kvaliteten og ikke kvantiteten.,0,"Kunst spiller en afgørende rolle i at skabe en levende bydel. Samtidig medvirker det til at give en forståelse for historie og fælles arv samt nye måder at opleve og reflektere over verden på. Disse investeringer skal dog ikke ske på bekostning af kernevelfærden, og derfor skal kunsten indgå som en integreret del af en balanceret plan.",4,"International arbejdskraft er en af årsagerne til det store økonomiske råderum der har været i dansk økonomi.  Derfor skal vi forstætte med at anvende international arbejdskraft, men for at sikre at vi får den mest kvalificeret arbejdskraft bør vi fokusere på, hvor kompetencerne er og på etnisk herkomst.",0,"Et spørgsmål om socialt udsatte borgere skal ikke handle om økonomi, det skal være et spørgsmål om kvalitet og retfærdighed. Ved at investere i socialt udsatte, investere vi i samfundet og det skal vi blive ved med.",2,Der er muligheder for forbedring i ældreplejen.,2,,3,"En sund og nærende madordning medvirker ikke kun til at øge koncentrationen og energiniveauet, men fremmer lighed, så alle elever uanset socioøkonomisk baggrund får adgang til sund kost.",4,,1,Det handler om kvalitet frem for kvantitet.,3,"Mindre skoler skaber nærhed og styrker muligheden for det relationelle mellem skole, forældre og elever.  For at sikre, at alle børn får en værdig start på livet bør man arbejde for folkeskoleklasserne har en størrelse, som er ideel for børnenes læring og trivsel.",4,"Flere arbejdspladser medvirker til at skabe en mere levende bydel, styrker innovationen og oplevelsesøkonomien samt på længere sigt giver flere skatteindtægter.",2,"Kommunens ansatte danner rammen for den velfærd kommunen kan yde. Der bør kun skæres ned på offentligt ansatte, hvis det betyder at borgerne får en bedre velfærd gennem eksempelvis effektivisering af processer.",0,"Hvis kommuneskatten sænkes, risikerer vi at det går ud over velfærden.",1,"Kommunen er blandt en af de kommuner, som bruger flest penge pr. elev på børne-skoleområdet. Alligevel ses der ikke resultater tilsvarende beløbet. Det er et udtryk for,  at pengene ikke bliver brugt fornuftigt.",2,,0,"Investeringer i beskyttelsesrum skal ses som en del af en bred beredskabsstrategi, hvorfor det er staten og beredskabsstyrelsens ansvar.","Kultur,  idræt og fritid, Social- og integrationsområdet, Skole/dagtilbud for børn","Du skal stemme på mig, hvis du ønsker at se reel forandring. Reel forandring kræver nye perspektiver og nye måder at tænke på. Jeg stiller op for at give dem, som ikke har en stemme: børn og unge.","Man bør stemme på mig,  fordi jeg tilhører og repræsenterer en gruppe som bliver talt meget om, men sjældent med.  Jeg er selv et barn af denne by, og derfor kender jeg mulighederne, hverdagen, men ikke mindst også begrænsningerne og udfordringerne. Det giver mig en særlig forståelse om, hvad der fungerer og hvor der er forbedringsmuligheder. Den forståelse, mener jeg på nuværende tidspunkt mangler i kommunalbestyrelsen, og derfor stiller jeg op.  Det er tid til, at unge får muligheden for at være medskabere af egen by.  Ikke symbolsk, men ved at få en reel stemme ved bordet. Vi er en ny generation med nye perspektiver, nye forståelser og nye måder at tænke på. Derfor skal vi sætte en ny retning."
27531,Said Mo El Idrissi,39,False,56,B,Gift,3,2660 Brøndby Strand,Leder NL,4,,4,,4,,4,,1,,3,,1,,0,,2,,0,,2,,4,,4,,2,,0,,4,,4,,4,,4,,4,,4,,4,,2,,4,,1,,2,,0,,"Kultur,  idræt og fritid, Social- og integrationsområdet",Sæt x ved Said,Sæt x ved Said
121702689,Imadur Rahman,6,False,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576004,Michael R. Rugaard,470,True,60,C,Gift,4,2605 Brøndby,Selvstændig statsaut. revisor,1,"Skolerne er blevet for store. Vi bør i stedet vælge at få flere mindre skoler. Dette vil også give dem mulighed for, at prioritere forskellige områder.",2,,2,,3,"Vi har fået mange udlændige til kommunen efter udvidelse af Kirkebjerg. Det er et must, at de som det første kommer til at lære dansk. Dette koster kommunen mere end 10 mio. kr. årligt og er det must. Både i forhold til integrationen, men også for at sikre uddannelse og beskæftigelse, så det ikke bliver for byrdefuldt, at have dem. Denne investering er en skal opgave.",0,"Begrundelsen for denne beslutning er helt speciel, da kommunen selv fælder træer, hvorimod områder med villaer og rækkehuse ikke kan. Hvorfor denne forskel og hvor meget skal kommunen endeligt bestemme.",1,"Fællesskabet i med kommunen, regionerne og staten er til for at skabe nogle gode rammer for alle borgerne. Derfor skal fællesskabet også i overvejende grad finansiere et nyt dige.",1,"Som alminelig borgere er der begrænset mulighed for at få indflydelse. Det kan mærkes, at Socialdemokratiet har haft magten i mere end 70 år.",1,,2,,2,"Vi skal invester i grønne muligheder, hvor det giver mening. De offentlige køkkener skal have guldmærket, hvilket betyder, at 80-90% skal være økologisk og en væsentlig del skal være vegetarisk. Det betyder bl.a. at en del af maden til de ældre ikke er mad, som de ønsker at spise. Sådan skal vi ikke gøre.",2,,1,,2,,1,,1,,1,,1,"I mange tilfælde kan vi anvende de penge vi bruge i dag bedre. Blandt andet ved, at give vores medarbejdere mere frihed til at anvende deres faglighed. Ledelsen og administrationen sidder alt for tungt på forvaltningen.",1,"Dette er en meget dyr løsning, som skal løse et problem hvor et mindre antal elever ikke får mad til frokost. Det er korrekt, at det at få mad betyder noget for indlæringen. Vi skal bare ikke løse det på denne måde. Det er meget dyrt.",1,,3,,2,Vi har ca. 22 elever pr. klasse. Det er rimeligt.,2,,2,,2,"Kommuneskatten skal have en størrelse, som vi både kan afholde vores serviceudgifter og anlægsudgifter. Det er tilfældet for nuværende. I 2026 forventer vi et overskud på 200 mio. kr., men det er faldende til ca 60 mio. kr. i de efterfølgende år. Da vi ønsker at reducere skattestigningen til erhvervslivet med 56 mio.kr., så er der ikke også plads til yderligere nedsættelse af kommuneskatten.",1,,3,,1,,"Social- og integrationsområdet, Ældre, Sundhed, Skole/dagtilbud for børn, Erhverv/administration","Jeg stiller op, fordi Brøndby fortjener ærlig ledelse og ansvarlige løsninger. Jeg lytter, handler og tager ansvar - for borgerne, medarbejderne og fællesskabet. Politik skal handle - ikke bare tale.","Jeg stiller op som borgmesterkandidat, fordi Brøndby fortjener ærlig ledelse og ansvarlige beslutninger. Jeg tror på dialog, respekt og handling frem for tomme løfter. Politik skal være til for borgerne - ikke omvendt. Jeg vil arbejde for en kommune, hvor man bliver mødt med ordentlighed, hvor medarbejdere bliver lyttet til, og hvor vi sætter tidligt ind, så problemer ikke vokser sig større.Som statsautoriseret revisor er jeg vant til at tage ansvar, skabe overblik og kommunikere klart. Jeg bruger de samme principper i politik: at forklare, lytte og handle med omtanke. Jeg vil skabe en ny ledelseskultur i kommunen, hvor tillid, nærvær og faglig stolthed er i centrum.Jeg kæmper for tre ting: borgerne i centrum, medarbejderne først og ansvarlig udvikling af hele Brøndby. Jeg vil stå vagt om fællesskabet, sikre tryghed og bruge ressourcerne klogt - så Brøndby bliver en kommune, vi alle kan være stolte af."
6576275,Lene Skallebæk,238,True,54,C,Gift,0,2660 Brøndby Strand,Lokalpolitiker,0,,1,,3,,1,,0,,0,,1,,0,Der bør ikke være eksklusivret til elbiler. Vi ser alt for mange tomme el-bils parkeringspladser i dag.,2,"Vi skal prioritere forholdene for fodgængere, cyklister og bilister så fremkommelighed er sikkert og trygt.",3,"Investering i vedvarende energi som f.eks. solceller på kommunale bygninger, intelligent belysning i kommunale ejendomme etc, så er det ok.",1,,3,,3,"Vi skal bruge pengene hvor behovet er størst. Vi skal f.eks. prioritere vores børn & unge og vores ældre mere, og det kan betyde, at der skal tages penge fra kunst og kultur.",2,,2,,1,,3,,1,,2,,3,Brøndby har lige reduceret åbningstiden i daginstitutionerne. Det skal vi rulle tilbage. Vi skal sikre der er uddannet pædagoger i alle vores institutioner og sikre minimumsnormeringer pr. institution.,3,,4,,3,,3,"Vi har en stor kassebeholdning i dag. Vi stor overfor mange investeringer, herunder vedligeholdelse af mange af vores kommunale ejendomme. Begrænsningen er hvor mange penge vi må bruge.",1,,2,,2,Vi skal starte med at få overblik over dem vi har og sikre de kan anvendes før vi begynder at tænke nyt.,"Miljø og klima, Social- og integrationsområdet, Ældre, Sundhed, Skole/dagtilbud for børn",.,.
